,zipcode,city,latitude,longitude
1945,41199,Mönchengladbach,51.1801,6.44234000000006
1946,41236,Mönchengladbach,51.1801,6.44234000000006
1947,41238,Mönchengladbach,51.1801,6.44234000000006
1948,41239,Mönchengladbach,51.1801,6.44234000000006
1949,66500,"Hornbach, Pfalz",49.2,7.36667
1950,15910,Bersteland,51.9428989648196,13.7730149206543
1951,15926,Bersteland,51.9428989648196,13.7730149206543
1952,25573,Beidenfleth,53.878354,9.414377
1953,39240,Breitenhagen,51.9232,11.94921
1954,1877,Bischofswerda,51.12557,14.1762
1955,18573,Rambin Sellentin,54.34331,13.22326
1956,27419,Groß Meckelsen,53.28848,9.45078000000001
1957,64668,"Rimbach, Odenwald",49.623333,8.76
1958,49844,Bawinkel,52.60098,7.40955
1959,66919,Obernheim-Kirchenarnbach,49.35,7.58333
1960,18461,Millienhagen-Oebelitz,54.1834193772762,12.8167766455078
1961,25885,Wester-Ohrstedt,54.5077064685643,9.18273396933619
1962,38871,Wasserleben,51.92114,10.7560100000001
1963,29640,Schneverdingen,53.11642,9.79201
1964,9548,Deutschneudorf,50.6167,13.4667
1965,19288,Wöbbelin Dreenkrögen,53.41869,11.4969599999999
1966,99998,Weinbergen,51.1917,10.525
1967,79677,Fröhnd (Schwarzwald),47.7595,7.88571
1968,16321,Bernau bei Berlin Ladeburg bei Bernau bei Berlin,52.69828,13.58912
1969,32609,Hüllhorst,52.27034,8.67403999999999
1970,17509,Neu Boltenhagen Lodmannshagen,54.06678,13.65071
1971,78647,Trossingen,48.0667,8.65
1972,31196,"Sehlem, Niedersachsen",52.01138,9.97483
1973,99819,Krauthausen bei Eisenach,51.0167,10.2667
1974,86742,Fremdingen,48.9667,10.4667
1975,4932,Großthiemig,51.38276,13.67596
1976,82065,"Baierbrunn, Isartal",48.0167,11.4833
1977,24159,Kiel Schilksee,54.4168702366492,10.1695141702891
1978,87647,Kraftisried,47.7833,10.4667
1979,99947,Hörselberg-Hainich Behringen bei Bad Langensalza,51.0167,10.5167
1980,51373,Leverkusen,51.05,7.01667
1981,51371,Leverkusen,51.05,7.01667
1982,51375,Leverkusen,51.05,7.01667
1983,51377,Leverkusen,51.05,7.01667
1984,51379,Leverkusen,51.05,7.01667
1985,51381,Leverkusen,51.05,7.01667
1986,97320,Mainstockheim,49.7833,10.15
1987,25578,Dägeling,53.878405,9.531152
1988,52538,Selfkant,51.0167,5.91667
1989,73563,Essingen (Württemberg) Sixenhof bei Mögglingen,48.8,10.0333
1990,56653,Wassenach,50.4333,7.28333
1991,53909,Zülpich,50.7,6.65
1992,17440,Krummin Neeberg,54.03914,13.81835
1993,57635,Werkhausen,50.7333,7.53333
1994,4618,Frohnsdorf bei Altenburg,50.9359,12.5858
1995,37539,"Windhausen, Harz",51.78601,10.21142
1996,41564,Kaarst,51.2243509285907,6.61731373016357
1997,67685,Eulenbis,49.5,7.63333
1998,27726,Worpswede,53.22016,8.92676000000006
1999,54492,Bernkastel-Kues Klosterberg bei Zeltingen-Rachtig,49.95212,6.998349
2000,67677,Enkenbach-Alsenborn,49.4833,7.9
2001,55546,Pfaffen-Schwabenheim,49.85,7.95
2002,85304,Ilmmünster,48.4833,11.5
2003,14823,Niemegk,52.07319833123,12.6944639205933
2004,66903,"Dittweiler, Pfalz",49.4333,7.33333
2005,49610,Quakenbrück,52.6757026235215,7.95025749206548
2006,56294,Wierschem,50.2333,7.35
2007,83565,"Frauenneuharting Gersdorf, Gemeinde Frauenneuharting",48.014846,12.0365524
2008,97252,Frickenhausen am Main,49.671034,10.093913
2009,54636,Hüttingen an der Kyll,49.9667,6.58333
2010,93349,Mindelstetten,48.85,11.65
2011,83552,"Amerang Ried, Gemeinde Amerang",48.0529,12.3255
2012,56355,Oberbachheim,50.25,7.75
2013,66894,Lambsborn,49.3667,7.43333
2014,18507,Grimmen,54.10775,13.03691
2015,18510,Grimmen,54.10775,13.03691
2016,66989,Höheinöd,49.2833,7.6
2017,89555,Steinheim am Albuch,48.6833,10.0667
2018,74172,Neckarsulm,49.1928,9.22611
2019,17498,Mesekenhagen Frätow,54.16611,13.3534
2020,66484,Schmitshausen,49.3,7.51667
2021,14532,Nuthetal,52.34061,13.11026
2022,14552,Nuthetal,52.34061,13.11026
2023,3185,Drehnow,51.86648,14.35781
2024,54426,Immert,49.7667,7.01667
2025,27628,Driftsethe,53.3791530457135,8.6195882434082
2026,97355,Abtswind,49.7667,10.3667
2027,1683,Ketzerbachtal Karcha,51.1116,13.3109
2028,4626,Lumpzig,50.9454,12.2609
2029,18069,Rostock Evershagen,54.11616,12.05916
2030,18106,Rostock Evershagen,54.11616,12.05916
2031,57629,"Linden, Westerwald",50.6,7.85
2032,94508,Schöllnach,48.75,13.1833
2033,87742,Dirlewang,48.0,10.5
2034,39397,Schwanebeck bei Oschersleben,51.96766,11.1202000000001
2035,24879,Neuberend,54.55602,9.52417
2036,4639,"Ponitz bei Schmölln, Thüringen",50.895,12.356389
2037,25524,Bekmünde,53.925025,9.446256
2038,7570,"Weida, Thüringen",50.7667,12.0667
2039,24250,Warnau bei Nettelsee,54.1878038886439,10.1613538135022
2040,6388,"Maasdorf bei Köthen, Anhalt",51.68182,11.96189
2041,1809,Müglitztal,50.9148763675131,13.8218498413086
2042,41366,"Schwalmtal, Niederrhein",51.2167,6.26667
2043,56414,Meudt,50.5,7.9
2044,21379,Rullstorf,53.28577,10.53264
2045,32694,Dörentrup,52.0397389838388,9.00230278839103
2046,29476,Gusborn,53.0745,11.2012
2047,57339,Erndtebrück,50.9833,8.26667
2048,97355,"Castell, Unterfranken",49.75,10.35
2049,46342,Velen,51.89452,6.98766999999998
2050,23936,Grieben bei Grevesmühlen,53.8422,11.04943
2051,91719,Heidenheim (Mittelfranken),49.0167,10.75
2052,78573,Wurmlingen bei Tuttlingen,48.0,8.78333
2053,2627,"Weißenberg, Sachsen",51.19871,14.65865
2054,33039,Nieheim,51.80575,9.11682999999994
2055,17139,Remplin Neu Panstorf,53.75473,12.65811
2056,36326,Antrifttal,50.7667,9.18333
2057,72639,Neuffen,48.55,9.36667
2058,72531,Hohenstein (Württemberg),48.34728,9.354808
2059,64732,Bad König,49.7431,9.00861
2060,67583,Guntersblum,49.7975,8.34556
2061,17179,Behren-Lübchin Samow,54.00104,12.62386
2062,25355,Barmstedt,53.7893682107897,9.77226791126724
2063,7907,Görkwitz,50.5833,11.7833
2064,18146,Rostock Peez,54.1506661627054,12.1435373016358
2065,18147,Rostock Peez,54.1506661627054,12.1435373016358
2066,55469,Riegenroth,50.05,7.58333
2067,56355,Hunzel,50.25,7.83333
2068,6458,Heteborn,51.89309,11.29305
2069,54597,Fleringen,50.2167,6.5
2070,15936,"Dahme / Mark Rosenthal, Mark",51.86223,13.46083
2071,97412,Schweinfurt,50.05,10.2333
2072,97421,Schweinfurt,50.05,10.2333
2073,97422,Schweinfurt,50.05,10.2333
2074,97424,Schweinfurt,50.05,10.2333
2075,24253,Prasdorf,54.3802562637343,10.2959488093854
2076,24991,Großsolt,54.6998863153,9.51765785968
2077,79294,Sölden (Breisgau),47.9333,7.81667
2078,39606,Kossebau,52.81727,11.56571
2079,78579,Neuhausen ob Eck,47.9667,8.93333
2080,79232,March (Breisgau),48.05,7.78333
2081,77883,Ottenhöfen im Schwarzwald,48.5667,8.15
2082,56424,Ebernhahn,50.4667,7.76667
2083,68161,Mannheim Oststadt,49.4883,8.46472
2084,68165,Mannheim Oststadt,49.4883,8.46472
2085,67304,Kerzenheim,49.5764,8.05972
2086,1983,Großräschen Wormlage,51.60411,13.90867
2087,1994,Großräschen Wormlage,51.60411,13.90867
2088,56244,Ettinghausen,50.5167,7.86667
2089,54668,Kaschenbach,49.8833,6.48333
2090,19322,Bad Wilsnack Scharleuk,52.955972554258,11.8442995071412
2091,54636,Ehlenz,50.05,6.46667
2092,66978,Merzalben,49.25,7.73333
2093,83379,Wonneberg Wald bei Weibhausen,47.8903,12.7246
2094,94116,Hutthurm,48.6667,13.4833
2095,25379,"Herzhorn, Holstein",53.790672,9.489478
2096,97509,Kolitzheim,49.9167,10.2333
2097,95176,"Konradsreuth, Oberfranken",50.2667,11.85
2098,54636,"Rittersdorf, Eifel",50.0,6.5
2099,67308,Immesheim,49.6364,8.10528
2100,24644,Timmaspe,54.1407938541764,9.89102485831262
2101,33175,Bad Lippspringe,51.78336,8.81636000000003
2102,67724,Gundersweiler Messersbacherhof,49.6,7.78333
2103,4895,"Falkenberg / Elster Rehfeld bei Falkenberg, Elster",51.5864,13.1762
2104,21502,Geesthacht,53.43018,10.3741
2105,82401,"Rottenbuch, Oberbayern",47.7333,10.9667
2106,14929,Treuenbrietzen Brachwitz bei Belzig,52.146554156863,12.8872783703613
2107,14822,Treuenbrietzen Brachwitz bei Belzig,52.146554156863,12.8872783703613
2108,9557,Flöha,50.8561,13.0741
2109,17168,Groß Wüstenfelde,53.87503,12.55036
2110,89198,Westerstetten,48.5167,9.95
2111,18528,Bergen auf Rügen Zittvitz,54.422908,13.470733
2112,25862,Joldelund,54.6533733820092,9.13603886961938
2113,24632,Lentföhrden,53.8730756931822,9.88565218997452
2114,17192,Klink bei Waren,53.4774,12.62167
2115,87727,"Babenhausen, Schwaben",48.15,10.25
2116,84072,Au in der Hallertau,48.55,11.75
2117,4821,Brandis bei Wurzen Waldsteinberg,51.3180269028845,12.584562394330701
2118,18236,Kröpelin Klein Nienhagen,54.00832,11.79963
2119,39307,Kade,52.37946,12.26669
2120,18334,Eixen Kavelsdorf,54.13858,12.70464
2121,99098,Erfurt Linderbach,50.9833,11.0333
2122,69251,Gaiberg (Baden),49.3664,8.74972
2123,8325,"Eibenstock Carlsfeld, Erzgebirge",50.5167,12.6
2124,21493,Sahms,53.52475,10.53289
2125,65594,"Runkel, Lahn",50.4,8.16667
2126,89191,Nellingen (Alb),48.5431,9.79228
2127,14798,Havelsee Briest bei Brandenburg an der Havel,52.43978,12.42879
2128,74722,Buchen (Odenwald),49.5239,9.32306
2129,79274,Sankt Märgen,48.0,8.1
2130,63820,Elsenfeld,49.8417,9.16222
2131,39615,Gollensdorf,52.95853,11.54931
2132,86747,Maihingen,48.9333,10.5
2133,17498,Wackerow bei Greifswald Immenhorst,54.11979,13.34387
2134,24646,Warder bei Neumünster,54.21272,9.88471
2135,49843,Uelsen,52.49405,6.87827000000004
2136,83137,Schonstett,47.9833,12.25
2137,84439,"Steinkirchen, Holzland",48.3833,12.0833
2138,25836,Grothusenkoog,54.3010757049099,8.75887860698703
2139,26419,Schortens,53.5396,7.96113
2140,55278,Dolgesheim,49.7944,8.25694
2141,55608,"Schneppenbach, Hunsrück",49.85,7.41667
2142,25899,Emmelsbüll-Horsbüll Katzhörn,54.8065471993015,8.72756481170654
2143,4838,Mockrehna,51.50787,12.81567
2144,6469,Nachterstedt,51.80023,11.33447
2145,39517,Uetz (Altmark),52.36588,11.84699
2146,53359,Rheinbach,50.6333,6.95
2147,1768,"Glashütte, Sachsen",50.85184,13.7750599999999
2148,24109,Kiel Mettenhof,54.3163100635459,10.0489528983832
2149,77709,Oberwolfach,48.3167,8.21667
2150,8318,Stützengrün Hundshübel,50.5333,12.5333
2151,23970,Benz bei Wismar Kalsow,53.92149,11.5788700000001
2152,6792,"Sandersdorf, Sachsen-Anhalt",51.62714,12.2662
2153,56862,"Pünderich, Bahnhof",50.0333,7.11667
2154,38350,Helmstedt Kißleberfeld,52.1765296384156,10.9478713174439
2155,63683,"Ortenberg, Hessen",50.35,9.05
2156,14913,Niederer Fläming Reinsdorf bei Jüterbog,51.90493,13.22186
2157,37308,"Geismar, Eichsfeld Bebendorf",51.2137602900723,10.1568723861694
2158,7980,Lunzig,50.7167,12.1
2159,25712,Brickeln,54.0085421643372,9.22108787887367
2160,25557,Gokels,54.1125436674202,9.46827242076398
2161,24229,Dänischenhagen,54.4245524172928,10.1276704877616
2162,67308,"Bubenheim, Pfalz",49.6281,8.11778
2163,24239,Achterwehr,54.3134100505356,9.9659076839686
2164,74626,Bretzfeld,49.1794,9.43833
2165,31812,Bad Pyrmont,51.98679,9.25214000000005
2166,35792,Löhnberg,50.5167,8.26667
2167,93470,"Lohberg bei Lam, Oberpfalz",49.1833,13.1
2168,1728,Bannewitz,50.99428,13.71783
2169,28865,Lilienthal bei Bremen,53.15006,8.91281000000004
2170,67829,Reiffelbach,49.6833,7.68333
2171,87754,Kammlach,48.05,10.4167
2172,19339,Plattenburg Storbeckshof,52.95683,12.03227
2173,69434,Hirschhorn (Neckar),49.4481,8.89806
2174,24848,Groß Rheide,54.4426174338499,9.43331572412677
2175,24872,Groß Rheide,54.4426174338499,9.43331572412677
2176,29359,Habighorst,52.70852,10.22771
2177,83565,Frauenneuharting Aichat,48.0316,12.056
2178,87452,Altusried,47.8,10.2167
2179,14913,Niedergörsdorf Altes Lager,52.01705,12.99613
2180,86500,"Kutzenhausen, Kreis Augsburg",48.3333,10.7
2181,25485,Bilsen,53.76965,9.87624
2182,55481,"Rödern, Hunsrück",49.95,7.45
2183,97941,Tauberbischofsheim,49.6247,9.66278
2184,98739,Piesau,50.5167,11.2167
2185,90574,Roßtal,49.4,10.8833
2186,56729,Welschenbach,50.3667,7.06667
2187,85653,Aying,47.9667,11.7833
2188,54552,Strotzbüsch,50.1,6.95
2189,36219,Cornberg,51.05,9.86667
2190,85244,"Röhrmoos, Kreis Dachau",48.3333,11.4833
2191,83552,Amerang Scherer,48.0,12.3167
2192,7646,Kleinbockedra,50.85,11.65
2193,16548,Glienicke / Nordbahn,52.6336,13.32703
2194,56729,"Langenfeld, Eifel",50.3833,7.1
2195,67822,Gaugrehweiler,49.7,7.86667
2196,55758,Hottenbach,49.8333,7.3
2197,49406,Drentwede,52.7463,8.57465000000002
2198,37351,Kreuzebra,51.3426017014092,10.2566947937012
2199,97255,Gelchsheim,49.5667,10.0167
2200,15328,Reitwein,52.5014,14.5831
2201,63927,Bürgstadt,49.7136,9.27139
2202,17089,Burow bei Altentreptow Weltzin,53.75109,13.29137
2203,85111,Adelschlag,48.8333,11.2167
2204,35756,Mittenaar,50.7,8.38333
2205,6369,"Görzig bei Köthen, Anhalt",51.66449,11.9968699999999
2206,99991,Heroldishausen,51.137393153521,10.5141250793458
2207,76877,"Hochstadt (Pfalz) Fuchsmühle, Queich",49.210871,8.212752
2208,4916,"Herzberg (Elster) Friedersdorf bei Herzberg, Elster",51.68357,13.27716
2209,19273,Amt Neuhaus,53.2804167892567,10.9184942062379
2210,56357,Pohl bei Nassau,50.25,7.86667
2211,4936,Kremitzaue,51.70818,13.3196
2212,6369,Prosigk,51.69973,12.05412
2213,6369,Prosigk,51.7,12.05
2214,6369,Prosigk,51.69973,12.05412
2215,6369,Prosigk,51.7,12.05
2216,7751,Sulza,50.8667,11.6167
2217,17509,Wusterhusen,54.11539,13.61625
2218,67806,Teschenmoschel,49.6333,7.73333
2219,18507,Grimmen Grimmen,54.10877,13.0355099999999
2220,56323,Waldesch bei Koblenz am Rhein,50.2833,7.55
2221,86517,Wehringen,48.25,10.8
2222,39624,Kahrstedt,52.70927,11.42986
2223,96269,Großheirath,50.1833,10.95
2224,24649,Wiemersdorf,53.957776789538,9.90459348316671
2225,54675,Nusbaum,49.9167,6.35
2226,56412,Untershausen,50.4,7.85
2227,97506,Grafenrheinfeld,50.0,10.2
2228,56379,Hömberg,50.3333,7.78333
2229,55758,Kempfeld,49.8,7.25
2230,67280,Quirnheim,49.5844,8.12639
2231,35633,Lahnau,50.5833,8.56667
2232,69518,Abtsteinach,49.533333,8.783333
2233,68804,Altlußheim,49.3017,8.49917
2234,17094,Lindetal,53.4787532391702,13.4309141693116
2235,17348,Lindetal,53.4787532391702,13.4309141693116
2236,17349,Lindetal,53.4787532391702,13.4309141693116
2237,26486,"Wangerooge, Nordseebad",53.7903,7.90001
2238,37627,Arholzen,51.8666,9.57041000000004
2239,17094,Burg Stargard Quastenberg,53.49975,13.33465
2240,82442,Saulgrub,47.6667,11.0333
2241,79802,Dettighofen,47.6167,8.48333
2242,72299,Wörnersberg,48.5667,8.56667
2243,97283,Riedenheim,49.5572,9.97806
2244,95512,Neudrossenfeld,50.0167,11.5
2245,33154,Salzkotten,51.6670460274789,8.60068664550784
2246,6632,Freyburg (Unstrut),51.2177983484528,11.7680947486879
2247,17390,Rubkow,53.93362,13.72001
2248,4643,Geithain,51.05,12.7167
2249,16792,Zehdenick,52.97891,13.33678
2250,14715,Nennhausen,52.60322,12.50586
2251,74249,"Jagsthausen bei Heilbronn, Neckar",49.3106,9.46833
2252,67366,Weingarten (Pfalz),49.2597,8.28667
2253,25927,Neukirchen bei Niebüll,54.8663281105,8.73749847567
2254,74579,Jagstzell Finkenberg bei Fichtenau,49.05,10.1666667
2255,54647,Dudeldorf,49.9833,6.63333
2256,17192,Klink bei Waren Sembzin,53.46241,12.60796
2257,17129,Alt Tellin Neu Tellin,53.8509704112515,13.2259049206543
2258,39624,Jeetze,52.74307,11.42332
2259,21394,Kirchgellersen,53.23228,10.2924399999999
2260,99947,Weberstedt,51.1091887812034,10.5113725662231
2261,18230,Bastorf,54.12673,11.6953
2262,91334,Hemhofen,49.6833,10.9333
2263,17390,Groß Polzin Klein Polzin,53.8850479331747,13.6060718968201
2264,19069,Seehof bei Schwerin,53.69269,11.43361
2265,84323,Massing im Rottal,48.394144,12.608744
2266,6917,Schützberg,51.7893262290875,12.825918560791
2267,92702,"Kohlberg, Oberpfalz",49.6,12.0167
2268,19089,Wessin Badegow,53.56837,11.77693
2269,29348,Eschede,52.73436,10.2349
2270,49448,Quernheim bei Diepholz,52.46308,8.39467999999999
2271,82294,Oberschweinbach,48.25,11.1667
2272,94256,Drachselsried,49.1,13.0167
2273,1665,Diera-Zehren,51.2001075635475,13.4332397460937
2274,56422,Wirges,50.4667,7.8
2275,97318,Kitzingen,49.7333,10.1667
2276,99765,Hamma,51.42886,10.89386
2277,93449,Waldmünchen Hirschhöf,49.3833333,12.65
2278,66482,"Zweibrücken, Pfalz",49.25,7.36667
2279,96317,"Kronach, Oberfranken",50.2333,11.3167
2280,88276,Berg (Kreis Ravensburg),47.8167,9.6
2281,97775,Burgsinn,50.15,9.65
2282,14806,Planetal Dahnsdorf,52.10125,12.66707
2283,29693,Hodenhagen,52.76738,9.59568999999999
2284,25348,Blomesche Wildnis,53.805658,9.450798
2285,17099,Glienke,53.58819,13.4296899999999
2286,99518,Rannstedt,51.0833,11.55
2287,39606,Lückstedt,52.8226909450364,11.5902522857666
2288,55469,"Schönborn, Hunsrück",49.95,7.46667
2289,16356,Werneuchen Weesow,52.64937,13.72258
2290,26901,"Rastdorf, Hümmling",52.91518,7.70766
2291,23992,Passee Alt Poorstorf,53.95603,11.7478
2292,18442,Groß Kordshagen,54.33311,12.83996
2293,17039,Wulkenzin,53.54445,13.1687400000001
2294,17429,"Benz, Usedom",53.94079,14.07295
2295,17209,Fincken,53.35504,12.44155
2296,75223,Niefern-Öschelbronn,48.9167,8.78333
2297,16818,Neuruppin Wuthenow,52.90806,12.84345
2298,31234,Edemissen bei Peine,52.3874,10.2584899999999
2299,91359,"Leutenbach, Oberfranken",49.7167,11.1667
2300,99759,Obergebra,51.41369,10.57929
2301,6313,Hergisdorf,51.53413,11.48254
2302,91352,Hallerndorf,49.7667,10.9833
2303,29416,Jeggeleben,52.75802,11.29625
2304,67280,"Ebertsheim, Pfalz",49.5683,8.10861
2305,29683,Heidekreis Oerbke bei Fallingbostel,52.8405652820758,9.7017321602051
2306,54673,Rodershausen,49.9833,6.2
2307,17168,Jördenstorf,53.87709,12.6161999999999
2308,6567,Seega,51.324692480372,11.034372883606
2309,18556,Putgarten,54.67279,13.41579
2310,48496,Hopsten,52.38302,7.60324000000003
2311,98587,Unterschönau bei Schmalkalden,50.7167,10.5833
2312,66506,Maßweiler Hitscherhof,49.2667,7.53333
2313,66482,Maßweiler Hitscherhof,49.2667,7.53333
2314,82493,Krün Gerold,47.5,11.2833
2315,1998,Schipkau,51.5455513,13.9120794
2316,1993,Schipkau,51.5455513,13.9120794
2317,1968,Schipkau,51.5455513,13.9120794
2318,1994,Schipkau,51.5455513,13.9120794
2319,91746,"Weidenbach, Mittelfranken",49.2,10.6333
2320,39343,Ostingersleben,52.21065,11.16944
2321,71139,Ehningen (Kreis Böblingen),48.65913,8.9405
2322,55469,Mutterschied,49.9833,7.56667
2323,41352,Korschenbroich,51.18949,6.51571000000001
2324,95158,Kirchenlamitz,50.15,11.95
2325,63699,Kefenrod,50.35,9.2
2326,17291,Nordwestuckermark,53.2697,13.6046
2327,54597,"Neuendorf, Eifel",50.2833,6.46667
2328,27793,Wildeshausen,52.89192,8.42608999999993
2329,95444,Bayreuth,49.9481,11.5783
2330,95445,Bayreuth,49.9481,11.5783
2331,95447,Bayreuth,49.9481,11.5783
2332,95448,Bayreuth,49.9481,11.5783
2333,6809,Petersroda,51.5705412268434,12.2889648254395
2334,56651,Niederdürenbach,50.45,7.18333
2335,67700,"Niederkirchen, Kreis Kaiserslautern Kreuzhof bei Rockenhausen",49.6,7.7333333
2336,73614,Urbach (Rems) Wellingshof,48.8167,9.58333
2337,3205,Luckaitztal Gosda,51.68437,13.95013
2338,54673,"Neuerburg, Eifel",50.0167,6.3
2339,4688,Mutzschen,51.2667,12.9
2340,17309,"Schönwalde, Vorpommern Dargitz",53.53809,13.93565
2341,54534,Karl,50.05,6.8
2342,31535,Neustadt am Rübenberge,52.50378,9.44978000000003
2343,55758,Niederhosenbach,49.8,7.36667
2344,17258,Feldberger Seenlandschaft Carwitz,53.3391,13.4188
2345,94562,Oberpöring,48.7,12.8333
2346,39615,Losenrade,52.966131361947,11.7651550476075
2347,16845,Neustadt (Dosse),52.8513086507677,12.4302959259035
2348,57537,Hövels,50.7833,7.76667
2349,57539,Hövels,50.7833,7.76667
2350,7751,Jenalöbnitz,50.95,11.7
2351,16303,Schwedt / Oder Zützen bei Angermünde,53.02736,14.24257
2352,16306,Schwedt / Oder Zützen bei Angermünde,53.02736,14.24257
2353,61118,Bad Vilbel,50.1833,8.75
2354,46483,Wesel am Rhein,51.6643340981607,6.62966037567139
2355,46485,Wesel am Rhein,51.6643340981607,6.62966037567139
2356,46487,Wesel am Rhein,51.6643340981607,6.62966037567139
2357,18299,Dolgen am See Striesdorf,53.93143,12.25764
2358,85229,Markt Indersdorf,48.3667,11.3833
2359,74523,Braunsbach (Württemberg) Bühlerzimmern,49.1992,9.79056
2360,38855,Heudeber,51.90268,10.84542
2361,98553,Haina bei Meiningen,50.416802499277,10.514136904761
2362,98631,Haina bei Meiningen,50.416802499277,10.514136904761
2363,77791,Berghaupten,48.4,7.98333
2364,39517,Bertingen,52.34974,11.83588
2365,83362,Teisendorf Reut am Teisenberg,47.871453,12.866903
2366,36160,Dipperz,50.543256,9.796803
2367,21521,Wohltorf,53.51973,10.2784
2368,69151,Neckargemünd,49.3922,8.79417
2369,89415,Lauingen (Donau),48.5667,10.4333
2370,92242,"Hirschau, Oberpfalz",49.545,11.9508
2371,1665,Triebischtal,51.0894,13.4182
2372,9465,Sehmatal,50.5167,12.9833
2373,56244,Rückeroth,50.5667,7.75
2374,54484,Maring-Noviand,49.9333,7.0
2375,54646,Wettlingen,49.9333,6.4
2376,15345,Petershagen / Eggersdorf Eggersdorf bei Strausberg,52.53801,13.81836
2377,85452,Moosinning,48.2833,11.85
2378,56729,"Hirten, Eifel",50.3333,7.1
2379,86495,"Eurasburg bei Friedberg, Bayern",48.3333,11.0833
2380,39175,Gübs,52.11134,11.73842
2381,67806,Dörrmoschel,49.6167,7.75
2382,12157,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2383,12161,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2384,12163,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2385,12165,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2386,12167,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2387,12169,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2388,12203,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2389,12205,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2390,12207,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2391,12209,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2392,12247,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2393,12249,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2394,14109,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2395,14129,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2396,14163,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2397,14165,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2398,14167,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2399,14169,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2400,14193,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2401,14195,Berlin Steglitz-Zehlendorf,52.44364,13.22908
2402,82205,Gilching,48.1167,11.3
2403,15913,Byhleguhre-Byhlen,51.8922,14.1688
2404,18184,Broderstorf Ikendorf,54.07582,12.25814
2405,84555,"Jettenbach, Oberbayern",48.1667,12.3833
2406,16540,Hohen Neuendorf,52.6733705,13.2814989
2407,15926,"Luckau, Niederlausitz Freesdorf",51.83145,13.74476
2408,98663,Schweickershausen,50.2417,10.6333
2409,98631,Schweickershausen,50.2417,10.6333
2410,21521,Dassendorf,53.49119,10.37336
2411,23795,Groß Rönnau,53.97226,10.31196
2412,65366,Geisenheim,49.9833,7.96667
2413,6774,Rösa,51.61628,12.48928
2414,4916,"Schönewalde bei Herzberg, Elster Brandis, Schweinitzer Fließ",51.79861111,13.17777778
2415,82282,"Egenhofen, Kreis Fürstenfeldbruck Oberweikertshofen",48.2833,11.1667
2416,18184,Klein Kussewitz,54.13575,12.2426399999999
2417,25782,Süderdorf,54.2193617376415,9.34410840416507
2418,34246,Vellmar,51.3579866770933,9.46538253967287
2419,24955,Harrislee,54.800799,9.386276
2420,37339,Gernrode bei Leinefelde,51.39453,10.40412
2421,56459,Rotenhain,50.6,7.88333
2422,63930,"Neunkirchen, Unterfranken",49.7072,9.4025
2423,97232,Giebelstadt,49.6542,9.94778
2424,29416,Vissum,52.82007,11.35535
2425,21709,Burweg,53.62387,9.26951
2426,39307,Roßdorf bei Genthin,52.42611,12.2114300000001
2427,37697,Lauenförde,51.65954,9.38643000000002
2428,23730,Sierksdorf,54.06665,10.76888
2429,22929,Köthel (Herzogtum Lauenburg),53.60972,10.50814
2430,91080,Uttenreuth,49.6,11.0833
2431,18528,"Lietzow, Rügen Borchtitz",54.5006858495084,13.5297462646486
2432,17237,Hohenzieritz Zippelow,53.4663406338844,13.1202131271361
2433,77776,Bad Rippoldsau-Schapbach,48.4,8.33333
2434,89281,"Altenstadt, Iller",48.1667,10.1167
2435,36329,Romrod,50.7167,9.21667
2436,39326,Colbitz,52.31922,11.60554
2437,82445,"Schwaigen, Oberbayern",47.6167,11.15
2438,88255,Baienfurt,47.8167,9.65
2439,37127,"Rosdorf Brackenberg, Forsthaus",51.433291,9.75675
2440,17326,"Brüssow, Uckermark Grünberg bei Pasewalk",53.35485,14.14942
2441,67593,Bermersheim bei Worms,49.6819,8.22361
2442,1936,Königsbrück,51.2677,13.89972
2443,54612,"Wawern, Eifel",50.1167,6.48333
2444,9488,Thermalbad Wiesenbad Plattenthal,50.6167,13.0167
2445,29313,Hambühren,52.62929,9.96704
2446,23899,"Gudow, Kreis Herzogtum Lauenburg",53.55562,10.77045
2447,90522,Oberasbach bei Nürnberg,49.4333,10.95
2448,17209,Walow,53.4218918449651,12.4674724761962
2449,16356,Ahrensfelde Ahrensfelde bei Berlin,52.58182,13.57453
2450,17392,Japenzin,53.7688,13.45385
2451,1968,"Senftenberg, Niederlausitz Großkoschen",51.49411,14.06069
